ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point,class
876,Madre selva,25/11/2015,320,200,MS1,6,Myristicaceae,Iryanthera,paraensis,Iryanthera paraensis,Huber,5.9,6,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
877,Madre selva,25/11/2015,320,200,MS1,6,Olacaceae,Heisteria,acuminata,Heisteria acuminata,(Bonpl.) Engl.,9,7,corteza anaranjada ,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
878,Madre selva,25/11/2015,320,200,MS1,6,Burseraceae,Protium,sp. 1,Protium sp. 1,,2.5,4,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
879,Madre selva,25/11/2015,320,200,MS1,6,Rubiaceae,Posoqueria,panamensis,Posoqueria panamensis, (Walp. & Duchass.) Walp.,6.5,6,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
880,Madre selva,25/11/2015,320,200,MS1,6,Olacaceae,Heisteria,acuminata,Heisteria acuminata,(Bonpl.) Engl.,7.6,6,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
881,Madre selva,25/11/2015,320,200,MS1,6,Euphorbiaceae,Mabea,taquari,Mabea taquari,Aubl.,6,3,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
882,Madre selva,25/11/2015,320,200,MS1,6,Anacardiaceae,Thyrsodium,spruceanum,Thyrsodium spruceanum,Benth.,4,7,espinas en el tronco,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
883,Madre selva,25/11/2015,320,200,MS1,6,Melastomataceae,Miconia,punctata,Miconia punctata,(Desr.) DC.,6.2,6,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
884,Madre selva,25/11/2015,320,200,MS1,6,Arecaceae,Astrocaryum,murumuru,Astrocaryum murumuru,Mart.,13,4,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
885,Madre selva,25/11/2015,320,200,MS1,6,Annonaceae,Mosannona,raimondii,Mosannona raimondii,(Diels) Chatrou,3.2,5,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
886,Madre selva,25/11/2015,320,200,MS1,6,Meliaceae,Guarea,pubescens,Guarea pubescens,(Rich.) A. Juss.,21.5,12,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
887,Madre selva,25/11/2015,320,200,MS1,6,Moraceae,Perebea,mennegae,Perebea mennegae,C.C.Berg,10.8,8,latex crema,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
888,Madre selva,25/11/2015,320,200,MS1,6,Myristicaceae,Compsoneura,sprucei,Compsoneura sprucei,(A. DC.) Warb.,3.8,5,flores,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
889,Madre selva,25/11/2015,320,200,MS1,6,Malvaceae,Apeiba,aspera,Apeiba aspera,Aubl.,18.6,8,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
890,Madre selva,25/11/2015,320,200,MS1,6,Rubiaceae,Amaioua,corymbosa,Amaioua corymbosa,Kunth,16.3,9,,,764,,765,, 252 - 255,,Primary,Upland,MS1_6,Primary.Upland
891,Madre selva,26/11/2015,90,0,MS5,1,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,5.2,2,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
892,Madre selva,26/11/2015,90,0,MS5,1,Fabaceae,Zygia,sp. 1,Zygia sp. 1,,5.3,4,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
893,Madre selva,26/11/2015,90,0,MS5,1,Lecythidaceae,Eschweilera,bracteosa,Eschweilera bracteosa,(Poepp. ex O. Berg) Miers,7.3,8,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
894,Madre selva,26/11/2015,90,0,MS5,1,Lecythidaceae,Eschweilera,bracteosa,Eschweilera bracteosa,(Poepp. ex O. Berg) Miers,3.4,5,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
895,Madre selva,26/11/2015,90,0,MS5,1,Burseraceae,Protium,guianensis,Protium guianensis,(Aubl.) Marchand,7.3,8,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
896,Madre selva,26/11/2015,90,0,MS5,1,Meliaceae,Guarea,kunthiana,Guarea kunthiana, A. Juss.,6.8,8,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
897,Madre selva,26/11/2015,90,0,MS5,1,Meliaceae,Guarea,pubescens,Guarea pubescens,(Rich.) A. Juss.,12.1,9,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
898,Madre selva,26/11/2015,90,0,MS5,1,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,17.3,10,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
899,Madre selva,26/11/2015,90,0,MS5,1,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,4.1,6,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
900,Madre selva,26/11/2015,90,0,MS5,1,Rubiaceae,Pentagonia,amazonica,Pentagonia amazonica,"(Ducke) L.Andersson & Rova
",7.9,7,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
901,Madre selva,26/11/2015,90,0,MS5,1,Achariaceae,Carpotroche,longifolia,Carpotroche longifolia,(Poepp.) Benth.,4.2,5,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
902,Madre selva,26/11/2015,90,0,MS5,1,Lauraceae,Aniba,panurensis,Aniba panurensis,(Meisn.) Mez,16.8,10,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
903,Madre selva,26/11/2015,90,0,MS5,1,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,3.5,5,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
904,Madre selva,26/11/2015,90,0,MS5,1,Boraginaceae,Cordia,ucayaliensis,Cordia ucayaliensis,(I.M. Johnst.) I.M. Johnst. ,2.8,4,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
905,Madre selva,26/11/2015,90,0,MS5,1,Malvaceae,Phragmotheca,amazonica,Phragmotheca amazonica, (W.S. Alverson) Fern. Alonso,16.2,7,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
906,Madre selva,26/11/2015,90,0,MS5,1,Euphorbiaceae,Nealchornea,yapurensis,Nealchornea yapurensis,Huber,10.1,12,fosforo caspi,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
907,Madre selva,26/11/2015,90,0,MS5,1,Myristicaceae,Iryanthera,paraensis,Iryanthera paraensis,Huber,14,9,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
908,Madre selva,26/11/2015,90,0,MS5,1,Fabaceae,Swartzia,schunkei,Swartzia schunkei,R.S. Cowan,5.4,3,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
909,Madre selva,26/11/2015,90,0,MS5,1,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,46,17,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
910,Madre selva,26/11/2015,90,0,MS5,1,Annonaceae,Unonopsis,stipitata,Unonopsis stipitata,Diels,3,4,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
911,Madre selva,26/11/2015,90,0,MS5,1,Lauraceae,Aniba,panurensis,Aniba panurensis,(Meisn.) Mez,15.3,9,,,765,,766,, 256 - 259,,Primary,Upland,MS5_1,Primary.Upland
912,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,6.6,5,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
913,Madre selva,26/11/2015,80,330,MS5,2,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,42.5,16,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
914,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,6.3,6,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
915,Madre selva,26/11/2015,80,330,MS5,2,Clusiaceae,Symphonia,globulifera,Symphonia globulifera, L. f.,15.4,9,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
916,Madre selva,26/11/2015,80,330,MS5,2,Rutaceae,Galipea,maxima,Galipea maxima,Pirani & Kallunki,14,16,3 Foliolos - alterna ,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
917,Madre selva,26/11/2015,80,330,MS5,2,Salicaceae,Casearia,obovalis,Casearia obovalis,Poepp. ex Griseb.,4.9,7,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
918,Madre selva,26/11/2015,80,330,MS5,2,Malvaceae,Scleronema,praecox,Scleronema praecox,(Ducke) Ducke,5.2,5,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
919,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,5.3,5,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
920,Madre selva,26/11/2015,80,330,MS5,2,Elaeocarpaceae,Sloanea,floribunda,Sloanea floribunda,Spruce ex Benth.,2.7,4,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
921,Madre selva,26/11/2015,80,330,MS5,2,Lauraceae,Nectandra,acuminata,Nectandra acuminata,(Nees) J.F.Macbr.,3.8,6,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
922,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,10,8,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
923,Madre selva,26/11/2015,80,330,MS5,2,Salicaceae,Casearia,obovalis,Casearia obovalis,Poepp. ex Griseb.,2.7,5,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
924,Madre selva,26/11/2015,80,330,MS5,2,Malvaceae,Matisia,hirta,Matisia hirta,Cuatrec.,15,8,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
925,Madre selva,26/11/2015,80,330,MS5,2,Arecaceae,Astrocaryum,murumuru,Astrocaryum murumuru,Mart.,11.5,7,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
926,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,4.2,6,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
927,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,5.7,6,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
928,Madre selva,26/11/2015,80,330,MS5,2,Meliaceae,Trichilia,martiana,Trichilia martiana,C.DC.,47.3,15,,,767,,768,, 260 - 263,,Primary,Upland,MS5_2,Primary.Upland
929,Madre selva,26/11/2015,260,120,MS5,3,Myristicaceae,Compsoneura,capitellata,Compsoneura capitellata,(A. DC.) Warb.,3.9,5,Flores,,769,,770,, 264 - 267,,Primary,Upland,MS5_3,Primary.Upland
930,Madre selva,26/11/2015,260,120,MS5,3,Fabaceae,Inga,umbratica,Inga umbratica,Poepp. & Endl.,5.7,9,,,769,,770,, 264 - 267,,Primary,Upland,MS5_3,Primary.Upland
931,Madre selva,26/11/2015,260,120,MS5,3,Clusiaceae,Tovomita,macrophylla,Tovomita macrophylla,(Poepp.) Walp.,3.4,5,,,769,,770,, 264 - 267,,Primary,Upland,MS5_3,Primary.Upland
932,Madre selva,26/11/2015,260,120,MS5,3,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,14.5,11,Latex rosado,,769,,770,, 264 - 267,,Primary,Upland,MS5_3,Primary.Upland
933,Madre selva,26/11/2015,260,120,MS5,3,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,4.4,5,,,769,,770,, 264 - 267,,Primary,Upland,MS5_3,Primary.Upland
934,Madre selva,26/11/2015,260,120,MS5,3,Chrysobalanaceae,Couepia,bernardii,Couepia bernardii,Prance,3.2,6,,,769,,770,, 264 - 267,,Primary,Upland,MS5_3,Primary.Upland
