ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point
129,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Fabaceae,Inga,sp. 3,Inga sp. 3,,5.8,3,,,655,NA,656,NA, 63 - 66,,P,V,JH-02_3
130,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Meliaceae,Guarea,purusana,Guarea purusana,C.DC.,10.7,9,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
131,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,11.6,7,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
132,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,3,5,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
133,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,3.3,2.5,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
134,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Fabaceae,Inga,sp. 3,Inga sp. 3,,5.8,5,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
135,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,4.5,5,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
136,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Malvaceae,Theobroma,cacao,Theobroma cacao, L.,11.1,7,Tiene fruto,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
137,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Urticaceae,Pourouma,bicolor,Pourouma bicolor,Mart.,50.6,14,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
138,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,9,7,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
139,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,4.3,4,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
140,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Apocynaceae,Tabernaemontana,markgrafiana,Tabernaemontana markgrafiana,J.F. Macbr.,3.6,3,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
141,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Arecaceae,Attalea,sp. 1,Attalea sp. 1,,37.3,7,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
142,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,11.5,7,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
143,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,7.3,7,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
144,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Annonaceae,Guatteria,sp. 2,Guatteria sp. 2,,34.4,17,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
145,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Euphorbiaceae,Sapium,marmieri,Sapium marmieri,Huber,90,20,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
146,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Araliaceae,Dendropanax,sp. 1,Dendropanax sp. 1,,5.6,5,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
147,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Annonaceae,Guatteria,sp. 3,Guatteria sp. 3,,22.6,13,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
148,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,3.3,4,,,657,NA,658,NA, 67 - 70,,P,V,JH-02_2
149,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Clusiaceae,Garcinia,sp. 1,Garcinia sp. 1,,13.2,7,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
150,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Annonaceae,Duguetia,sp. 1,Duguetia sp. 1,,17.5,10,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
151,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Malvaceae,Pseudobombax,munguba,Pseudobombax munguba,(Mart.) Dugand,32.2,15,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
152,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Capparaceae,Crateva,tapia,Crateva tapia,L.,4.2,4,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
153,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Fabaceae,Zygia,latifolia,Zygia latifolia, (L.) Fawc. & Rendle,4.6,3,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
154,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Fabaceae,Pterocarpus,amazonicus,Pterocarpus amazonicus,Huber,13.6,9,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
155,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,29,14,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
156,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Solanaceae,Solanum,kioniotrichum,Solanum kioniotrichum,Bitter ex J.F. Macbr.,6.8,3,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
157,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3,5,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
158,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Salicaceae,Laetia,corymbulosa,Laetia corymbulosa,Spruce ex Benth.,7.7,5,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
159,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Salicaceae,Xylosma,benthamii,Xylosma benthamii, Griseb.,4.7,5,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
160,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,8.9,5,Corteza interna anaranjado,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
161,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Nyctaginaceae,Neea,floribunda,Neea floribunda,Poepp. & Endl.,4.4,5,,,659,NA,660,NA, 71 - 74,,P,V,JH-02_1
162,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Euphorbiaceae,Aparisthmium,cordatum,Aparisthmium cordatum,(A. Juss.) Baill.,3.4,6,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
163,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Euphorbiaceae,Aparisthmium,cordatum,Aparisthmium cordatum,(A. Juss.) Baill.,3.5,6,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
164,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Euphorbiaceae,Aparisthmium,cordatum,Aparisthmium cordatum,(A. Juss.) Baill.,3.3,5,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
165,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Melastomataceae,Miconia,poeppigii,Miconia poeppigii,Triana,23,14,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
166,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Inga,sp. 4,Inga sp. 4,,6.7,7,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
167,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,11.8,11,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
168,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,retusa,Tapirira retusa,Ducke,12.9,8,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
169,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,3.4,4,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
170,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,22.9,10,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
171,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,4.8,5,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
172,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Hymenolobium,sp. 1,Hymenolobium sp. 1,,2.8,4,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
173,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,6.7,7,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
174,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,28.7,14,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
175,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,7.3,7,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
176,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,4.3,5,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
177,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,8,5,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
178,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Phyllantaceae,Hyeronima,alchorneoides,Hyeronima alchorneoides,Allemão,3.6,5,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
179,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Melastomataceae,Miconia,poeppigii,Miconia poeppigii,Triana,16,10,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
180,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,4,5,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
181,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Apocynaceae,Tabernaemontana,markgrafiana,Tabernaemontana markgrafiana,J.F. Macbr.,4.2,5,Latex blanco,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
182,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,3.9,6,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
183,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,7.7,8,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
184,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,6.55,6.5,Latex crema,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
185,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,27.8,9,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
186,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Malpighiaceae,Byrsonima,poeppigiana,Byrsonima poeppigiana,A. Juss.,14.2,14,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
187,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,5.4,6,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
188,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,3.3,4,,,661,NA,662,NA, 75 - 78,,D,U,JH-06_1
189,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Micrandra,sprucei,Micrandra sprucei,(Müll. Arg.) R.E. Schult.,2.6,5,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
190,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Micrandra,sprucei,Micrandra sprucei,(Müll. Arg.) R.E. Schult.,2.7,5,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
191,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,10,9,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
192,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,3.8,6,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
193,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Mabea,angularis,Mabea angularis,Hollander,2.7,4,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
194,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,3.3,6,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
195,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,10.9,8,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
196,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,10.3,8,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
197,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,9.8,7,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
198,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Siparunaceae,Siparuna,hispida,Siparuna hispida,A. DC.,3.4,4,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
199,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,15.6,8,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
200,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,22.5,7,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
201,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Rubiaceae,Palicourea,subspicata,Palicourea subspicata,Huber,5.7,6,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
202,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,3.7,4,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
203,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Anacardiaceae,Tapirira,retusa,Tapirira retusa,Ducke,2.7,4,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
204,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Siparunaceae,Siparuna,hispida,Siparuna hispida,A. DC.,3.7,5,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
205,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Fabaceae,Inga,Thibaudiana,Inga Thibaudiana,DC.,6.1,6,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
206,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Fabaceae,Tachigali,sp. 1,Tachigali sp. 1,,3.8,5,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
207,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,5.9,7,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
208,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,9.5,8,,,663,NA,664,NA, 79 - 82,,D,U,JH-06_2
209,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myrtaceae,Eugenia,dibrachiata,Eugenia dibrachiata,McVaugh,10.9,12,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
210,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,4,4,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
211,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Euterpe,precatoria,Euterpe precatoria, Mart.,2.9,4,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
212,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Boraginaceae,Cordia,nodosa,Cordia nodosa,Lam.,3.7,5,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
213,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,11,6,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
214,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,22,14,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
215,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Vochysiaceae,Qualea,acuminata,Qualea acuminata,Spruce ex Warm.,11.7,7,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
216,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Malvaceae,Theobroma,subincanum,Theobroma subincanum,Mart.,7.3,6,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
217,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Violaceae,Rinorea,lindeniana,Rinorea lindeniana, (Tul.) Kuntze,3.8,5,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
218,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Euphorbiaceae,Hevea,brasiliensis,Hevea brasiliensis,(Kunth) Müll. Arg.,3.3,6,Latex blanco,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
219,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Calophyllaceae,Marila,tomentosa,Marila tomentosa,Poepp.,7.3,7,Exudado translucido,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
220,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Calophyllaceae,Marila,tomentosa,Marila tomentosa,Poepp.,4.4,5,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
221,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,11.3,5.666666667,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
222,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Siparunaceae,Siparuna,guianensis,Siparuna guianensis,Aubl.,4.3,6,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
223,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,7.8,7,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
224,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,3.9,3,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
225,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,10,9,Exudado anaranjado,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
226,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Calophyllaceae,Marila,tomentosa,Marila tomentosa,Poepp.,4.866666667,5.666666667,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
227,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Violaceae,Leonia,cymosa,Leonia cymosa,Mart.,2.7,4,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
228,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,8,7,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
229,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myristicaceae,Compsoneura,capitellata,Compsoneura capitellata,(A. DC.) Warb.,3.4,4,,,665,NA,666,NA, 83 - 86,,D,U,JH-06_3
230,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,Thibaudiana,Inga Thibaudiana,DC.,5.3,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
231,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,alba,Inga alba, DC.,3.1,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
232,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,edulis,Inga edulis,Mart.,5.4,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
233,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Melastomataceae,Miconia,sp. 1,Miconia sp. 1,,5.5,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
234,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
235,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Apocynaceae,Himatanthus,sucuuba,Himatanthus sucuuba,(Spruce ex Müll. Arg.) Woodson,2.8,3,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
236,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3.1,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
237,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Malpighiaceae,Byrsonima,poeppigiana,Byrsonima poeppigiana,A. Juss.,3,3,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
238,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,8,7,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
239,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,5.5,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
240,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,5.8,6,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
241,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,3.6,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
242,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,2.6,3,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
243,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,2.8,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
244,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,2.6,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
245,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,2.7,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
246,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,4.3,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
247,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,6,6,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
248,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Melastomataceae,Miconia,sp. 1,Miconia sp. 1,,5.6,7,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
249,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3.7,6,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
250,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,4.4,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
251,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Annonaceae,Rollinia,sp. 1,Rollinia sp. 1,,5.1,6,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
252,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,2.6,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
253,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,7.7,7,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
254,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,5.6,7,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
255,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,5.3,6,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
256,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,4.5,3,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
257,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Annonaceae,Rollinia,sp. 1,Rollinia sp. 1,,3.05,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
258,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3.1,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
259,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3.9,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
260,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,sciadophylla,Cecropia sciadophylla,Mart.,2.9,4,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
261,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,Thibaudiana,Inga Thibaudiana,DC.,6.2,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
262,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Melastomataceae,Miconia,sp. 1,Miconia sp. 1,,2.8,5,,,667,NA,668,NA, 87 - 90,,D,U,JH-06_4
